startup,sector,subsector,city,investor,investmenttype,amountinusd,date,source,year,quarter,month
Unknown,Unknown,parenting blog and kids\\xe2\\x80\\x99 events discovery platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Digital Media Video platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,MF investment platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Workshop Management Software Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Salon & Spa Aggregation & Discovery platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Video Content Discovery Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Interior Design platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Digital payments solutions,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Door Step Delivery platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Chatbot creation tool,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Next Gen Mobility device manufacturer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Construction site operations and analytics platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Designer consumer products Marketplace,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Sales Solutions for Fashion Brands,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Enterprise Banking Solutions,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Mobile Services & Solutions,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Ambulance Aggregation Services,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Insurance platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Mobile games creator,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Consumer Leasing Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,AI powered recruitment platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Gamified Learning App,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online payments platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Marketplace for Construction Material,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Women Work wear etailer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Machine Learning Access platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Healthy Food Delivery Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Mobile-first Enterprise communication platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Mobile Learning App,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Co-Working Space Provider,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Budget hotels brand & Aggregator Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Assisted Learning Startup,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Pharmacy,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,App-based Aggregator of Offline Businesses,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Beauty Services Marketplace,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,online marketplace for discovering fitness centres,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Mobile based travel ERP platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,"Online Marketplace for Renting Bikes, Electronics & Appliances",Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Travel & Holiday Booking platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Wealth Management & Savings platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Used Car marketplace,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Healthcare Discovery & booking platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Mobile Payments platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,co-working spaces,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Mobile app for Mental Health,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Education Marketplace,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,For profit Social Venture,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online lending platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,health and fitness discovery platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Health coaching programs,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,CRM Software for Healthcare space,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Unified Digital Health Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,App-based Investment advisory Services,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Travel & adventure planning platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,ambulance aggregator and medical taxi provider,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online peer-to-peer lending platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Lending platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Artificial Intelligence,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Hygiene care product manufacturer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online rooms aggregation platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online insurance brokerage platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Location tracking solutions,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,CSR and sustainability management platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Tech driven Insurance platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Cab Aggregation App,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Beauty products discovery platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Micro Food Delivery platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Money Lending platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Mobile SAAS\\xc2\\xa0 ECommerce platform for SMEs,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Personal Finance platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Maritime Solutions,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,DIY project Kits seller,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Restaurant Reservation Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Pharmacy,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Cloud-based product discovery platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Enterprise human resources management platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Mobile based ecommerce platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Events Ticketing platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Fashion etailer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Health-Tech platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Artificial Intelligence based platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Point-of-Sale services,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Credit card fraud protection,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Open Source Language for Data Science and Machine Learning,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Consumer Lending platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Local homes booking platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Lending platform for salaried professionals,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Mobile based social networking platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Gesture based\\xc2\\xa0 Smartwatch manufacturer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online marketplace,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Holiday & Vacation resort aggregator,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Personal Finance App,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Unified Data Analysis platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Automobile parts marketplace,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Fitness Centre Discovery Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Marketplace for financial products,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,AI Based Personal Assistant,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Fitness Marketplace,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,"digital employee solutions,",Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,in-video discovery platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Mobile Services Marketplace,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Rummy playing Website,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Buying portal for SMEs,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Enterprise Mobility Solutions,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Truck Network company,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Platform for small business loans,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Real estate risk assessment platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Cab Aggregation App,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Software & Mobile development services,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Diagnostics and wellness platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,AI-based health content platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Health-based social networking & discovery App,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Peer-to-peer lending platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Cloud Based Practice Management Software,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Money Savings & Management App,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Private Label Fashion etailer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Last minute hotel booking mobile app,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Restaurant Automation Solution,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Cold-press Juices manufacturer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Omni-Channel Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Health-Tech Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Energy Analytics startup,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Computer Vision on Embedded Systems,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Ecommerce Fulfilment and Technology Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,IT Security & Data Management Services,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Cyber Security Startup,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Video Intelligence platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online marketplace,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Community Building platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Advertising Platform for Virtual Reality,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online lending platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Diamond B2B eTailer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Clean Tech Startup,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Legal Services to SMEs & Individuals,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,NanoTech product developer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Digital money transfer platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Cloud ECommerce platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Project Management tool,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Multi-lingual AI Platform for Businesses,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,AI-based chatbot,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Payment Gateway,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Fashion ECommerce Portal,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,hyperlocal delivery and logistics mobile app,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Lending platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Luxury Tea etailer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Water Pumps etailer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Mobile Wallet & ECommerce platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Consumer Lending Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Health Food Maker,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Private Fashion Brand etailer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,ECommerce Logistics provider,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,"Cashless, paperless solutions for Housing societies",Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Travel ECommerce portal,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Hyperlocal discovery platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,News Portal,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Food Delivery Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Tutoring Services,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Non-Banking Financial Company,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Lending mobile app,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Finance management Mobile app,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online MF investment platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,image Processing solution,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Medical equipment supplier,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Express Logistics Network,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online lending platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Subscription based delivery platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online food delivery platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Pharmacy,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Hyperlocal Discovery\\xc2\\xa0 & Rewards platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online & Mobile based Lending platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Executive Education Provider,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Test Preparation Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Home Healthcare Provider,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Enterprise IoT solutions For Tyre Performance,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Micro Lending platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Fresh-Produce Distribution Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Fin-Tech Solutions,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Interactive Tech-Support Guides,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,App based Logistics & Distribution platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Truck Aggregator & Booking platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,App based Doctor Consulting platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Credit Score Improvement platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Food Delivery Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Business Intelligence Solutions,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Home-Based Healthcare provider,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Mobile gaming startup,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Startup Support Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Healthcare provider,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Smart Scooter manufacturer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Pharmacy,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online marketplace for kitchen products,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online rental discovery platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,SaaS platform for SMEs,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Lending Platform for SME,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,B2B agri-marketing platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Software solutions for M&As,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Sports portal & Mobile app,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online lingerie & Sleepwear etailer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Third Party Logistics provider,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Skill Assessment Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Software-As-a-Service Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Food Delivery Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Travel planner,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Safety & Hygiene Products etailer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Travel Packages & Planner marketplace,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Cab Aggregator App,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Mobile App for Schools,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Medical Assistance platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Health Technology platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Raw Pressed Juices manufacturer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Healthy Snacks manufacturer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Salon discovery & Booking Services,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,eLearning & Skills Development plat,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Lending platform for small businesses,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Cyber Security solutions using AI,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Markerless AR platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Virtual Reality Startup,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,IoT Platform for Bus,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Food Delivery,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Social Commerce\\xc2\\xa0 Fashion platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Video Based Collaborative Learning,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,QSR chain and online food delivery,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Branded Budget Hotels Aggregator,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Learning mobile app for students,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Breast Cancer Screening Solutions,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,CoWorking Spaces booking platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Mobile Services Marketplace,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Collaborative co-Working Spaces,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Pharmacy,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Customer data analytics software,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Public and Private Events creation app,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online fashion marketplace,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Bus Pooling services platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,On-Demand Food Delivery,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Software Solutions for Auto Dealership,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Education Institution Management Solutions,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Educational courses,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Healthcare related content platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Financial advisory mobile app,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Tutor Discovery & Booking platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,App based cab aggregator,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Jon Portal,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,AI based Fashion Search Portal,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Fresh Produce Selling portal,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Women Healthcare & Information portal,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Packaging Artwork Management software,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Micro Lending platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,End-to-End Seller e-commerce solutions Provider,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Credit score & lending platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Ecosystem of social innovators,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Employee Onboarding and Engagement platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Professional Tutors discovery & booking mobile app,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,eCommerce Mobile App Builder,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Mobile App for live emoji,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,ECommerce Marketplace,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Health Diagnostic Solutions,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Counseling Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Fashion and Lifestyle discovery platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Gadget Insurance & Repair Services platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Direct-to-Farmer Mobile-Based Retail platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,"DSP, TV Analytics & Cross-Platform advertising",Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Cyber Security Solutions,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Vehicle Services Booking platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Intra-City Logistics provider,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Technology Enabled Logistics Company,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Intelligent Sales Prospecting Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Subscription based Home Delivery Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Community for Parents,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Instant Mobile Apps Store,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Real Estate Portal,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Female Hygiene product manufacturer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online fresh fruits and grocery store,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,SDN Solutions,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Fractional Proerty Ownership & Rental platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Dermatology consultation platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Tech Accessories e-tailer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,On-demand home services provider,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Loyalty rewards app,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Virtual Reality platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Digital Media publication for women,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Fitness Mobile App,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Farming rental equipment provider,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,ECommerce Marketplace,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online payment Gateway,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,On-Demand Beauty Services,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Pregnancy & Baby Care etailer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Tech-Enabled Social Enterprise,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Travel Search Engine,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Marketing Research Company,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,supply chain automation platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Parenting Mobile App,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Tech enabled Fulfilment & Logistics Solutions,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Sports Based Online Media portal,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online fashion marketplace,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Enterprise Automation suite,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,On-demand Personal Assistant service,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Luxury Fashion Marketplace,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Vacation Trip Planning platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Self-Checkout ECommerce App,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Education Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Meat Ordering platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Doctor & Hospital search Platform,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Mobile OS creator,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Electric Motorcycle manufacturer,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Pathology & Diagnostic Tests Portal,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Offline Business Aggregator App,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Turnkey Solar Solutions,Unknown,,Unknown,,,df1,2018,1,1
Unknown,Unknown,Online Grocer,Unknown,,Unknown,,,df1,2018,1,1
